Título,Autores,Resumen,Año,URL
30th Annual Computational Neuroscience Meeting: CNS* 2021–meeting abstracts,"I Bojak, C Linster","To test the above ideas, we applied methods of topological data analysis (TDA) [5,6] to the  COBRE dataset [7,8], consisting of structural MRI (T1w and DTI) scans of healthy controls (HC",2021,https://centaur.reading.ac.uk/102912/1/OCNS-2021-compiled.pdf
Machine Learning Classifiers Based on Dimensionality Reduction Techniques for the Early Diagnosis of Alzheimer's Disease Using Magnetic Resonance Imaging …,L Lazli,"The UMAP is based on manifold learning techniques and ideas from topological data  analysis [28]. In the first phase of the UMAP algorithm, we use Nearest-Neighbor-Descent",2021,No disponible
Granular computing techniques for bioinformatics pattern recognition problems in non-metric spaces,"A Martino, A Giuliani, A Rizzi","field known as Topological Data Analysis [12, 91]. Topological Data Analysis consists in a   by means of dimensionality reduction, manifold estimation and persistent homology in order to",2018,https://www.academia.edu/download/56599037/granularcomputing1.pdf
Fractured columnar small-world functional network organization in volumes of L2/3 of mouse auditory cortex,"Z Bowen, K Shilling-Scrivo, W Losert, PO Kanold","However, higher-order metrics such as topological data analysis (33) are needed to  capture cooperation involving larger groups of neurons. Minkowski functionals (MFs) (34–36)",2024,https://academic.oup.com/pnasnexus/article-pdf/3/2/pgae074/56762624/pgae074.pdf
Salience of low-frequency entrainment to visual signal for classification points to predictive processing in sign language. In proceedings of 30th annual computational …,"E Malaia, LK Ford",Generating surrogates for significance estimation of spatio-temporal spike patterns. bioRxiv.   Topological data analysis of task-based fMRI data from experiments on Schizophrenia.,2021,https://par.nsf.gov/servlets/purl/10341227
Multi-feature based network revealing the structural abnormalities in autism spectrum disorder,"W Zheng, T Eilam-Stock, T Wu","test was utilized, which generated the confidence interval (CI) of accuracy at chance level by   His research interests include machine learning, topological data analysis, and biomedical",2019,https://ieeexplore.ieee.org/ielaam/5165369/9527348/8599010-aam.pdf
"Stability of spontaneous, correlated activity in mouse auditory cortex","RF Betzel, KC Wood, C Angeloni",Neural systems can be modeled as complex networks in which neural elements are  represented as nodes linked to one another through structural or functional connections. The,2019,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1007360&type=printable
Artificial gannet optimization enabled deep convolutional neural network for autism spectrum disorders classification using MRI image,"V Prasad, R Ganeshan, R Rajeswari","During this estimation, the intensity and spatial distances of the pixel weights are obtained  around the neighbourhood. In pixel neighbourhood, the spatial distance is determined by the",2024,No disponible
Biomarkers for traumatic brain injury: data standards and statistical considerations,"JR Huie, S Mondello, CJ Lindsell, L Antiga","Other data-driven approaches, such as topological data analysis (TDA) have also been  used recently within TRACK-TBI to discover novel relationships between genes and post-injury",2021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8403188/
A taxonomy of neuroscientific strategies based on interaction orders,"M Neri, A Brovelli, S Castro, F Fraisopi, M Gatica","biological components of the regions under investigation (cross-level integration) and with  results obtained from other methods, such as brain stimulation or topological data analysis of",2024,https://www.authorea.com/doi/pdf/10.22541/au.172514944.48806750
Deep learning for the detection of neurological diseases,HD Nguyen,"According to the World Health Organisation, an estimation of 8.5 million people currently   This algorithm uses a series of low-pass filtering, B-spline fitting and an iterative estimation",2023,https://theses.hal.science/tel-04311995/document
Cerebellar connectivity maps embody individual adaptive behavior in mice,"L Spaeth, J Bahuguna, T Gagneux, K Dorgans","The cerebellar cortex encodes sensorimotor adaptation during skilled locomotor behaviors,  however the precise relationship between synaptic connectivity and behavior is unclear. We",2022,https://www.nature.com/articles/s41467-022-27984-8.pdf
A dynamic gradient architecture generates brain activity states,"JA Brown, AJ Lee, L Pasquini, WW Seeley","slope differences between the contrasting task conditions, where the line slope represents  the across-subject average and the shaded band represents the 95% confidence interval.",2020,https://www.biorxiv.org/content/10.1101/2020.08.12.248112.full.pdf
eXplainable Artificial Intelligence (XAI) in aging clock models,"A Kalyakulina, I Yusipov, A Moskalev","age estimation. It has the following structure. Section 2 describes the age estimation   XAI methods to explain the results of age estimation models, grouped by the assessed body",2023,No disponible
Doctoral Degrees Conferred,"F Bao, K Bragan","and treatment Boley, Nathan, Methods for the analysis of high throughput sequencing data  LeDell, Erin, Scalable ensemble learning and computationally efficient variance estimation",2016,No disponible
One dimensional approximations of neuronal dynamics reveal computational strategy,"C Brennan, A Aggarwal, R Pei, D Sussillo",The relationship between neuronal activity and computations embodied by it remains an  open question. We develop a novel methodology that condenses observed neuronal activity,2023,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1010784&type=printable
The connection between the triple network model and locus coeruleus integrity in those exhibiting inattentive symptoms,J Neal,"The small size of the LC has been known to make size estimation difficult, and therefore  analyses with it may struggle to evaluate the effects of structure. As a metabolic byproduct of",2024,https://vtechworks.lib.vt.edu/bitstreams/bc96a488-39e3-48bc-96bb-7ba50e2ae89a/download
Diagnosing osteoarthritis from T2 maps using deep learning: an analysis of the entire Osteoarthritis Initiative baseline cohort,"V Pedoia, J Lee, B Norman, TM Link",Objective We aim to study to what extent conventional and deep-learning-based T 2  relaxometry patterns are able to distinguish between knees with and without radiographic,2019,https://www.sciencedirect.com/science/article/pii/S106345841930901X
Cerebellar connectivity maps embody individual adaptive behavior,"L Spaeth, J Bahuguna, T Gagneux, K Dorgans","In the future, more powerful and general topological data analysis approaches 85 may be  used to capture the own “shape” of each map and how the individualities of this shape reflect",2021,https://www.biorxiv.org/content/10.1101/2021.02.24.432563.full.pdf
Resting-state functional magnetic resonance imaging (R-FMRI) as a potential tool for early diagnosis and outcome prediction in attention deficit hyperactivity disorder …,V Pereira-Sanchez,This chapter aims to discuss the rationale for the proposal of resting-state functional magnetic  resonance imaging (R-fMRI or rsfMRI) as a potential neuroimaging tool for the early,2020,https://www.researchgate.net/profile/Fabrizio-Stasolla/publication/347254169_Supporting_academic_activities_of_children_with_developmental_disorders_and_off-task_behavior_through_technological_aids_and_cognitive-behavioral_strategies_A_selective_overview/links/5fd8decea6fdccdcb8cc8029/Supporting-academic-activities-of-children-with-developmental-disorders-and-off-task-behavior-through-technological-aids-and-cognitive-behavioral-strategies-A-selective-overview.pdf#page=105
Signal processing and machine learning for biomedical big data,"E Sejdic, TH Falk","Chapters 11 and 12, in turn, propose the use of topological data analysis and targeted  learning, respectively, as tools to extract knowledge from big data. The third section presents 16",2018,No disponible
Big data in multiple sclerosis: development of a web-based longitudinal study viewer in an imaging informatics-based eFolder system for complex data analysis and …,"K Ma, X Wang, A Lerner, M Shiroishi","In the past, we have developed and displayed a multiple sclerosis eFolder system for patient  data storage, image viewing, and automatic lesion quantification results stored in DICOM-",2015,No disponible
Simplex2vec embeddings for community detection in simplicial complexes,"JCW Billings, M Hu, G Lerda, AN Medvedev","An introduction to topological data analysis: fundamental and practical aspects for data  scientists. arXiv preprint arXiv:1710.04019, 2017. [28] Renaud Lambiotte, Martin Rosvall, and",2019,https://arxiv.org/pdf/1906.09068
A literature review: Geometric methods and their applications in human-related analysis,"W Gong, B Zhang, C Wang, H Yue, C Li, L Xing, Y Qiao","with a graph, and topological data analysis are all utilized to encode geometric information.   review are compared in terms of estimation accuracy or estimation error and shown in Table",2019,https://www.mdpi.com/1424-8220/19/12/2809/pdf
Functional connectivity: the principal-component analysis of large (PET) data sets,"KJ Friston, CD Frith, PF Liddle",The distributed brain systems associated with performance of a verbal fluency task were  identified in a nondirected correlational analysis of neurophysiological data obtained with,1993,https://journals.sagepub.com/doi/pdf/10.1038/jcbfm.1993.4
Small-world brain networks,"DS Bassett, ED Bullmore",Many complex networks have a small-world topology characterized by dense local  clustering or cliquishness of connections between neighboring nodes yet a short path length,2006,https://citeseerx.ist.psu.edu/document?repid=rep1&type=pdf&doi=3a5f2080e6e0f8502a5590597aabae967a91399e
Single volume image generator and deep learning-based ASD classification,"MR Ahmed, Y Zhang, Y Liu","leave-site-out 5-fold cross-validation increases the variance of cross-validation estimation.   Mullen et al., “Real-time estimation and 3d visualization of source dynamics and connectivity",2020,https://www.biorxiv.org/content/biorxiv/early/2019/09/09/763292.full.pdf
Geometric and topological modeling techniques for large and complex shapes,X Feng,", geometric measurement, and curvature estimation for biomolecular complexes. Particular   –enclosed volume calculation, and curvature estimation. Methods for volumetric meshing",2014,No disponible
The impact of financial contagion on real economy-An empirical research based on combination of complex network technology and spatial econometrics model,"X Chen, A Hao, Y Li","This study presents financial network indicators that can be applied to inspect the financial  contagion on real economy, as well as the spatial spillover and industry aggregation effects.",2020,https://journals.plos.org/plosone/article/file?id=10.1371/journal.pone.0229913&type=printable
On the variability of functional connectivity and network measures in source-reconstructed EEG time-series,"M Fraschini, SM La Cava, L Didaci, L Barberini",The idea of estimating the statistical interdependence among (interacting) brain regions has  motivated numerous researchers to investigate how the resulting connectivity patterns and,2020,https://www.mdpi.com/1099-4300/23/1/5/pdf
eXplainable Artificial Intelligence (XAI) in aging clock models,"A Kalyakulina, I Yusipov, A Moskalev",The problem of age estimation inevitably raises the question of choosing a suitable model.   age estimation. It has the following structure. Section 2 describes the age estimation problem,2023,https://arxiv.org/pdf/2307.13704
Complex network theory and the brain,"D Papo, JM Buldú, S Boccaletti","Furthermore, CCEP-based network analysis allows estimation of the reciprocity of connections  between regions: approximately 30% for short-distance connections and approximately",2014,https://royalsocietypublishing.org/doi/pdf/10.1098/rstb.2013.0520
Interpretable Machine Learning Architectures for Efficient Signal Detection with Applications to Gravitational Wave Astronomy,J Yan,"One such scenario is signal detection and estimation, with gravitational wave detection as  a  One such scenario is the classic statistical problem of signal detection and estimation,",2024,https://academiccommons.columbia.edu/doi/10.7916/f23n-2r43/download
Imagery-mediated verbal learning depends on vividness–familiarity interactions: The possible role of dualistic resting state network activity interference,"E Lefebvre, A D'Angiulli","Using secondary database analysis, we tested whether the (implicit) familiarity of eliciting  noun-cues and the (explicit) vividness of corresponding imagery exerted additive or interactive",2019,https://www.mdpi.com/2076-3425/9/6/143/pdf
Time-resolved smoothness of distributed brain activity tracks conscious states and unifies emergent neural phenomena,"A Nanda, G Johnson, Y Mu, M Ahrens",Much of systems neuroscience posits that emergent neural phenomena underpin important  aspects of brain function. Studies in the field variously emphasize the importance of distinct,2021,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=4025478
Data analysis using Riemannian geometry and applications to chemical engineering,"A Smith, B Laubach, I Castillo, VM Zavala",We explore the use of tools from Riemannian geometry for the analysis of symmetric positive  definite matrices (SPD). An SPD matrix is a versatile data representation that is commonly,2022,https://www.sciencedirect.com/science/article/am/pii/S009813542200357X
Interpretable brain decoding from sensations to cognition to action: graph neural networks reveal the representational hierarchy of human cognition,"Y Zhang, L Fan, T Jiang, A Dagher, P Bellec","Prior to the heritability estimation, all phenotypes (brain and behavioral phenotypes) were   NeuroImage, New advances in encoding and decoding of brain signals 180, 203–210. https:",2022,https://www.biorxiv.org/content/10.1101/2022.09.30.510241.full.pdf
Modeling spectral properties in stationary processes of varying dimensions with applications to brain local field potential signals,"RR Sundararajan, R Frostig, H Ombao","At each epoch i, we obtained a 95 % confidence interval for the FS-ratio statistic using the   Topological data analysis (TDA) methods for characterizing complexity and detecting phase",2020,https://www.mdpi.com/1099-4300/22/12/1375/pdf
Effective learning is accompanied by high-dimensional and efficient representations of neural activity,"E Tang, MG Mattar, C Giusti, DM Lydon-Staley","A fundamental cognitive process is to map value and identity onto the objects we learn about.  However, what space best embeds this mapping is not completely understood. Here we",2019,https://arxiv.org/pdf/1709.10045
The Characteristics of Entorhinal Cortex Functional Connectivity in Alzheimer's Disease Patients with Depression,"H Zhu, H Zhu, X Liu, F Wei, H Li",Background: Depression is one of the most common neuropsychiatric symptoms of Alzheimer’s  disease (AD) which decreases the life quality of both patients and caregivers. There are,2022,No disponible
Exploring alternative approaches to precision medicine through genomics and artificial intelligence–a systematic review,"H Mumtaz, M Saqib, S Jabeen, M Muneeb","The core idea behind precision medicine is to pinpoint the subpopulations that differ from  one another in terms of disease risk, drug responsiveness, and treatment outcomes due to",2023,https://www.frontiersin.org/articles/10.3389/fmed.2023.1227168/pdf
Optical imaging and spectroscopy for the study of the human brain: status report,"H Ayaz, WB Baker, G Blaney, DA Boas","factor, which provides a more accurate estimation of depth and volume sensitivity of fNIRS   on simplified head models and topological data analysis, even though more advanced",2022,https://www.spiedigitallibrary.org/journals/neurophotonics/volume-9/issue-S2/S24001/Optical-imaging-and-spectroscopy-for-the-study-of-the-human/10.1117/1.NPh.9.S2.S24001.full?utm_id=ztwz
"Principal components, sufficient dimension reduction, and envelopes",RD Cook,"We review probabilistic principal components, principal fitted components, sufficient dimension  reduction, and envelopes, arguing that at their core they are all based on variations of the",2018,No disponible
Can fMRI functional connectivity index dynamic neural communication?,"SA Martíneza, A Llerab, G ter Horsta, D Vidaurrec","to reveal dynamical organization of the brain using topological data analysis. Nat. Commun.   Discovering dynamic brain networks from big data in rest and task, NeuroImage. Academic",NA,https://scholar.archive.org/work/l53yvlxp5bbb5aftfhqeuhell4/access/wayback/https://www.biorxiv.org/content/biorxiv/early/2021/08/02/2021.07.27.453965.full.pdf
Career to date,P Tino,"Raychaudhury:: Probabilistic Modelling for Delay Estimation in Gravitationally Lensed  Photon Streams. In Lecture Notes in Computer Science, Springer-Verlag, LNCS 9937, 2016, pp.",NA,https://www.cs.bham.ac.uk/~pxt/cv_pt.pdf
Detection of rare cell populations in flow cytometry data with small training sets,LM Weijler,The mathematical foundation for UMAP avails itself of manifold theory and topological data  analysis. The aim of this section is to highlight the important steps and to give an idea of the,2020,https://scholar.archive.org/work/6nbldx7g75hyjcw232zeetpo44/access/wayback/https://repositum.tuwien.at/bitstream/20.500.12708/16173/2/Detection%20of%20rare%20cell%20populations%20in%20flow%20cytometry%20data%20with%20small%20training%20sets.pdf
"Manifold Learning in Structural Biology: Docking, Folding, and Simulation",MS Congzhou,"Machine learning and neural networks are used in many areas of science to perform  data fitting, automation, and inference. However, these methods are often used as black",2024,No disponible
A functorial Dowker theorem and persistent homology of asymmetric networks,"S Chowdhury, F Mémoli","We study two methods for computing network features with topological underpinnings: the  Rips and Dowker persistent homology diagrams. Our formulations work for general networks,",2018,https://arxiv.org/pdf/1608.05432
Linking brain biology to intellectual endowment: A review on the associations of human intelligence with neuroimaging data,"AS Dizaji, BH Vieira, MR Khodaei",local morphometric estimates are more specific to the problem of intelligence estimation.   use of machine learning techniques to the estimation of intelligence from diffusion-tensorbased,2021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8114859/
Machine Learning pipeline for discovering neuroimaging-based biomarkers in neurology and psychiatry,"A Bernstein, E Burnaev, E Kondratyeva",We consider a problem of diagnostic pattern recognition/classification from neuroimaging  data. We propose a common data analysis pipeline for neuroimaging-based diagnostic,2018,https://arxiv.org/pdf/1804.10163
Global testing and large-scale multiple testing for high-dimensional covariance structures,TT Cai,and adaptive estimation for high- estimation problems exhibit new features that are  significantly different from those that occur in the conventional nonparametric function estimation,2017,http://stat.wharton.upenn.edu/~tcai/paper/Testing-Covariance-Survey-ARS.pdf
A deep learning model for brain age prediction using minimally preprocessed T1w images as input,"C Dartora, A Marseglia, G Mårtensson","hypothesis and the impact of different cultural backgrounds on the estimation of brain age.   image computing, and topological data analysis and its applications for medical data. eds. M.",2024,https://www.frontiersin.org/articles/10.3389/fnagi.2023.1303036/pdf
A Flexible Framework for Simulating and Evaluating Biases in Deep Learning-Based Medical Image Analysis,"EAM Stanley, M Wilms, ND Forkert",Black lines represent mean sensitivity and specificity with 95% confidence interval over 5  different model seeds with the same train/validation/test split of dataset containing no bias,2023,No disponible
Imaging Findings in Acute Traumatic Brain Injury: a National Institute of Neurological Disorders and Stroke Common Data Element-Based Pictorial Review and …,"T Vande Vyvere, D Pisică, G Wilms, L Claes","In 2010, the National Institute of Neurological Disorders and Stroke (NINDS) created a set of  common data elements (CDEs) to help standardize the assessment and reporting of",2024,https://www.liebertpub.com/doi/pdf/10.1089/neu.2023.0553
"Multi-site, multi-pollutant atmospheric data analysis using Riemannian geometry","A Smith, J Hua, B de Foy, JJ Schauer","We demonstrate the benefits of using Riemannian geometry in the analysis of multi-site,  multi-pollutant atmospheric monitoring data. Our approach uses covariance matrices to encode",2023,https://www.sciencedirect.com/science/article/am/pii/S0048969723026852
Robust classification using posterior probability threshold computation followed by Voronoi cell based class assignment circumventing pitfalls of Bayesian analysis of …,"A Ultsch, J Lötsch","Bayesian inference is ubiquitous in science and widely used in biomedical research such  as cell sorting or “omics” approaches, as well as in machine learning (ML), artificial neural",2022,https://www.mdpi.com/1422-0067/23/22/14081/pdf
Ranking edges by their impact on the spectral complexity of information diffusion over networks,"J Kazimer, M De Domenico, PJ Mucha, D Taylor","Despite the numerous ways now available to quantify which parts or subsystems of a  network are most important, there remains a lack of centrality measures that are related to the",2024,https://arxiv.org/pdf/2210.15148
Characterizing Relationships Between Fluctuating Cognitive and Neural States During Movie Watching,A Schutz,Human experience fluctuates throughout time. The relationship of these subjective experiences  to changing brain states has yet to be fully understood. We used an existing MRI dataset,2023,https://knowledge.uchicago.edu/record/6001/files/Schutz%2C%20Alisa_Thesis_June%202023.pdf
A comprehensive survey on bone segmentation techniques in knee osteoarthritis research: From conventional methods to deep learning,"SM Ahmed, RJ Mstafa","paper, we seek to give an in-depth understanding of a wide range of the most recent  methodologies for knee articular bone segmentation; segmentation methods allow the estimation of",2022,https://www.mdpi.com/2075-4418/12/3/611/pdf
Intrinsic brain activity gradients dynamically coordinate functional,"JA Brown, AJ Lee, L Pasquini","confidence interval. Black tick marks denote each region’s weight on  strategy for parameter  estimation (Brunton et al., 2016). For each  NeuroImage, Segmenting the Brain 170,",2017,https://scholar.archive.org/work/n7hbqo7yojgddff72vqkv5sb7a/access/wayback/https://www.biorxiv.org/content/biorxiv/early/2020/08/24/2020.08.12.248112.full.pdf
"Brain as a Complex System, harnessing systems neuroscience tools & notions for an empirical approach",S Safavi,"Finding general principles underlying brain function has been appealing to scientists. Indeed,  in some branches of science like physics and chemistry (and to some degree biology) a",2023,https://arxiv.org/pdf/2312.13478
Classification of emotional and immersive outcomes in the context of virtual reality scene interactions,Y Daşdemir,"objective, we meticulously compiled a comprehensive dataset by analyzing the impact of  virtual reality (VR) environments on CS, immersion levels, and EEG-based emotion estimation.",2023,https://www.mdpi.com/2075-4418/13/22/3437/pdf
Brain substates induced by DMT relate to sympathetic output and meaningfulness of the experience,"L Pasquini, AJ Simon, CL Gallen, H Kettner","N, N-Dimethyltryptamine (DMT) is a serotonergic psychedelic, known to rapidly induce short-lasting  alterations in conscious experience, characterized by a profound and immersive",2024,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10925211/
Object oriented data analysis,"JS Marron, IL Dryden","Detailed discussion of kernel density estimation is in Chapter 15. See Wand and Jones (1995)  for a more in-depth overview. This type of display of one-dimensional distributions, which",2021,https://www.sc-bdhs-conference.org/wp-content/uploads/2020/03/Speaker-3-Steve.pdf
Constructing multi-view high-order functional connectivity networks for diagnosis of autism spectrum disorder,"F Zhao, X Zhang, KH Thung, N Mao",Brain functional connectivity network (FCN) based on resting-state functional magnetic  resonance imaging (rs-fMRI) has been widely used to identify neuropsychiatric disorders such as,2021,No disponible
Biomedical Signal Analysis.,"A Patil, R Langoju, S Joel, BD Patil, S Genc","Finally a denoising approach known as the pilot estimation method will be presented.   likelihood estimation of an ICA model. In effect, it can be proved that ICA estimation by this criterion",2015,No disponible
Granger causality: A review and recent advances,"A Shojaie, EB Fox",procedures for Equation 7 with constraints on the factors: a two-step procedure based on  principal components and a direct estimation procedure based on maximum likelihood. Factor,2022,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC10571505/
"Neutro-connectedness theory, algorithms and applications",M Xian,"in image segmentation, object detection, visual saliency estimation, biomedical image  analysis, data clustering, topological data analysis, etc. However, both theoretic and practical",2017,https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=7730&context=etd
A Study of Inner Representations in Deep Neural Networks for Comprehending Network Behaviors Using Persistent Homology,渡辺聡,We demonstrate that the detection can be achieved with the assistance of topological data  analysis. The remainder of this paper is organized as follows. PHOM is proposed in Section,2022,https://waseda.repo.nii.ac.jp/record/77190/files/Gaiyo-9146.pdf
Ensembled Seizure Detection Based on Small Training Samples,"PF Tong, HX Zhan, SX Chen","[10] applied a topological data analysis framework for obtaining epileptic EEG signals.   For parameter estimation, we first give ap × d constraint matrix A0 c with d spatial constraints",2023,https://songxichen.com/Uploads/Files/Publication/Ensembled_Seizure_Detection_Based_on_Small_Training_Samples.pdf
Radiomics in hepatic metastasis by colorectal cancer,"V Granata, R Fusco, ML Barretta, C Picone",by characterization of T1-weighted magnetic resonance (MR) images using two radiomics  approaches with machine learning models: texture analysis and topological data analysis,2021,https://link.springer.com/content/pdf/10.1186/s13027-021-00379-y.pdf
Topology-enhanced machine learning for consonant recognition,"Y Zhu, P Feng, S Yi, Q Qu, Z Yu","In artificial-intelligence-aided signal processing, existing deep learning models often exhibit  a black-box structure. The integration of topological methods serves a dual purpose of",2024,https://www.researchsquare.com/article/rs-3978261/latest.pdf
OFF-periods reduce the complexity of neocortical activity during sleep,"J González, M Cavelli, ABL Tort, P Torterolo, N Rubido","RQA also has parallelisms to topological data-analysis, such as persistent homology, which   data as the mean with the 95% confidence interval (obtained through bootstrap sampling).",2021,https://www.biorxiv.org/content/biorxiv/early/2021/06/13/2021.06.11.448131.full.pdf
The complexity of the stream of consciousness,"P Coppola, J Allanson, L Naci, R Adapa","These studies employ an estimation of different average connectivity states across individual,  condition and time, which, although fruitful, can at best approximate a study of a specific",2022,https://www.nature.com/articles/s42003-022-04109-x.pdf
Brain signal changes of sensory cortex according to surface roughness of boneless corsets,"J Yuan, C Xu, Q Wang, W Yu",The tactile perception of fabric surface properties in the brain has always been a major  research issue in the study of the contact comfort of fabrics. This study introduced the concept of,2020,https://journals.sagepub.com/doi/pdf/10.1177/0040517519858758
Visual number sense for real-world scenes shared by deep neural networks and humans,"W Wencheng, Y Ge, Z Zuo, L Chen, X Qin, L Zuxiang","Recently, visual number sense has been identified from deep neural networks (DNNs).  However, whether DNNs have the same capacity for real-world scenes, rather than the simple",2023,https://www.cell.com/heliyon/pdf/S2405-8440(23)05725-0.pdf
Lifespan associations of resting-state brain functional networks with ADHD symptoms,"R Wang, Y Fan, Y Wu, YF Zang, C Zhou","Attention-deficit/hyperactivity disorder (ADHD) is increasingly being diagnosed in both children  and adults, but the neural mechanisms that underlie its distinct symptoms and whether",2022,https://www.cell.com/iscience/pdf/S2589-0042(22)00945-2.pdf
Diffusion Equations for Medical Images,MK Chung,"Based on the estimation Laplacian on discrete grid, diffusion equation  (2018), ‘Topological  data analysis of singletrial electroencephalographic signals’, Annals of Applied Statistics 12,",2020,https://arxiv.org/pdf/2007.13742
Multivariate ERP analysis of neural activations underlying processing of aesthetically manipulated self-face,H Doi,"Representation of self-face is vulnerable to cognitive bias, and consequently, people often  possess a distorted image of self-face. The present study sought to investigate the neural",2022,https://www.mdpi.com/2076-3417/12/24/13007/pdf
Connectivity characterization of the mouse basolateral amygdalar complex,"H Hintiryan, I Bowman, DL Johnson",The basolateral amygdalar complex (BLA) is implicated in behaviors ranging from fear  acquisition to addiction. Optogenetic methods have enabled the association of circuit-specific,2021,https://www.nature.com/articles/s41467-021-22915-5.pdf
Higher-order and distributed synergistic functional interactions encode information gain in goal-directed learning,"E Combrisson, R Basanisi, M Neri, G Auzias, G Petri","The ability to create beliefs about the consequences of our actions, also known as goal-directed  learning, is a key facet of cognition and it provides the basis for rational decision-making",2024,https://www.biorxiv.org/content/biorxiv/early/2024/09/24/2024.09.23.614484.full.pdf
Fast mesh data augmentation via Chebyshev polynomial of spectral filtering,"SG Huang, MK Chung, A Qiu",We designed simulation experiments with the ground truth of group labels to illustrate the  use of LB-eigDA and C-pDA in the sample size estimation and diagnosis classification.,2021,https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8585629/
Interpretable differential diagnosis for Alzheimer's disease and frontotemporal dementia,"HD Nguyen, M Clément, B Mansencal",Alzheimer’s disease and Frontotemporal dementia are two major types of dementia. Their  accurate diagnosis and differentiation is crucial for determining specific intervention and,2022,https://arxiv.org/pdf/2206.07417
Using scalp EEG to predict seizure recurrence and electrical status epilepticus in children with idiopathic focal epilepsy,"X Ye, P Hu, B Yang, Y Yang, D Gao, GQ Zeng","Purpose Some individuals with idiopathic focal epilepsy (IFE) experience recurring seizures  accompanied by the evolution of electrical status epilepticus during sleep (ESES). Here, we",2024,https://www.sciencedirect.com/science/article/pii/S1059131124000840
Interpretable machine learning for discovery: Statistical challenges and opportunities,"GI Allen, L Gan, L Zheng",New technologies have led to vast troves of large and complex data sets across many scientific  domains and industries. People routinely use machine learning techniques not only to,2023,https://www.annualreviews.org/doi/pdf/10.1146/annurev-statistics-040120-030919
Brain dynamics underlying the development of cognitive flexibility,L Kupis,"Cognitive flexibility, or the ability to mentally switch according to changing environmental  demands, supports optimal outcomes across development. Despite the importance of cognitive",2021,https://scholarship.miami.edu/view/pdfCoverPage?instCode=01UOML_INST&filePid=13381228830002976&download=true
Cholinergic neuromodulation of inhibitory interneurons facilitates functional integration in whole-brain models,"C Coronel-Oliveros, R Cofré, P Orio",Segregation and integration are two fundamental principles of brain structural and functional  organization. Neuroimaging studies have shown that the brain transits between different,2021,https://journals.plos.org/ploscompbiol/article/file?id=10.1371/journal.pcbi.1008737&type=printable
Approximate Minimum Homology Basis for 3D Image and Its Application in Medical Image Segmentation,"J Huang, N Lei, K Chen, Y Ren","There are industrial algorithms related to the first homology group, such as the well-known  persistent homology algorithm, widely used in topological data analysis. While the persistent",2022,No disponible
The role of alpha oscillations in visual information processing,S Nelli,"Neural oscillations are one the most prominent features of electrical brain recordings,  involving the synchronized activity of large populations of neurons, and have been linked to a",2019,https://escholarship.org/content/qt51t1k4xm/qt51t1k4xm.pdf
Optical imaging and spectroscopy for the study of the human brain: status report,"H Bortfeld, K Brady, J Brake, S Brigadoi, EM Buckley",This report is the second part of a comprehensive two-part series aimed at reviewing an  extensive and diverse toolkit of novel methods to explore brain health and function. While the,2022,https://repositorio.unicamp.br/Busca/Download?codigoArquivo=553027&tipoMidia=0
Diagnostic classification for human autism and obsessive-compulsive disorder based on machine learning from a primate genetic model,"Y Zhan, J Wei, J Liang, X Xu, R He","30 Yuan M, Lin Y: Model selection and estimation in regression with grouped variables. JR  Stat  Sparse estimation automatically selects voxels relevant for the decoding of fMRI activity",2021,https://ajp.psychiatryonline.org/doi/full/10.1176/appi.ajp.2020.19101091
"Computational intelligence approaches for classification of medical data: State-of-the-art, future challenges and research directions","A Kalantari, A Kamsin, S Shamshirband, A Gani",It utilizes topological data analysis which is a contemporary research methodology that can   to extract regions from brain magnetic resonance image that discriminate healthy controls,2018,https://unsworks.unsw.edu.au/bitstreams/045da702-78d7-45d3-a380-4066eed7cb87/download
Towards better interpretable and generalizable AD detection using collective artificial intelligence,"HD Nguyen, M Clément, B Mansencal","Alzheimer’s Disease is the most common cause of dementia. Accurate diagnosis and prognosis  of this disease are essential to design an appropriate treatment plan, increasing the life",2023,https://www.sciencedirect.com/science/article/am/pii/S0895611122001410
Differential Contributions of CA3 and Entorhinal Cortex Inputs to Ripple Patterns in the Hippocampus Under Cannabidiol,"A Aleman-Zapata, MBM Capitan, A Samanta",Numerous studies have employed techniques like self-organizing maps and topological  data analysis to differentiate ripple types in the pyramidal layer unsupervisedly26-29. One,2024,https://www.biorxiv.org/content/biorxiv/early/2024/08/08/2024.08.06.606645.full.pdf
Brain signal changes of the amygdala cortex according to the physical performance of fabric,"J Yuan, Q Wang, S Shang, Y Lei",The physical properties of fabric causing an uncomfortable tactile perception under certain  clothing pressure has always been a difficult problem in the field of fabric comfort research.,2023,No disponible
On the surprising behaviour of node2vec,"C Hacker, B Rieck","Graph embedding techniques are a staple of modern graph learning research. When using  embeddings for downstream tasks such as classification, information about their stability and",2022,https://arxiv.org/pdf/2206.08252
