PMID,Title,Authors,Citation,First Author,Journal/Book,Publication Year,Create Date,PMCID,NIHMS ID,DOI
"34445517","Quantification of the Immune Content in Neuroblastoma: Deep Learning and Topological Data Analysis in Digital Pathology","Bussola N, Papa B, Melaiu O, Castellano A, Fruci D, Jurman G.","Int J Mol Sci. 2021 Aug 16;22(16):8804. doi: 10.3390/ijms22168804.","Bussola N","Int J Mol Sci","2021","2021/08/27","PMC8396341","","10.3390/ijms22168804"
"38097616","Machine learning and topological data analysis identify unique features of human papillae in 3D scans","Andreeva R, Sarkar A, Sarkar R.","Sci Rep. 2023 Dec 14;13(1):21529. doi: 10.1038/s41598-023-46535-9.","Andreeva R","Sci Rep","2023","2023/12/14","PMC10721919","","10.1038/s41598-023-46535-9"
"33286924","(Hyper)graph Kernels over Simplicial Complexes","Martino A, Rizzi A.","Entropy (Basel). 2020 Oct 14;22(10):1155. doi: 10.3390/e22101155.","Martino A","Entropy (Basel)","2020","2020/12/08","PMC7597323","","10.3390/e22101155"
"34292957","Persistent homology as a new method of the assessment of heart rate variability","Graff G, Graff B, Pilarczyk P, Jabłoński G, Gąsecki D, Narkiewicz K.","PLoS One. 2021 Jul 22;16(7):e0253851. doi: 10.1371/journal.pone.0253851. eCollection 2021.","Graff G","PLoS One","2021","2021/07/22","PMC8297888","","10.1371/journal.pone.0253851"
"26515513","Neural hypernetwork approach for pulmonary embolism diagnosis","Rucco M, Sousa-Rodrigues D, Merelli E, Johnson JH, Falsetti L, Nitti C, Salvi A.","BMC Res Notes. 2015 Oct 29;8:617. doi: 10.1186/s13104-015-1554-5.","Rucco M","BMC Res Notes","2015","2015/10/31","PMC4627406","","10.1186/s13104-015-1554-5"
"32886606","A Topological Loss Function for Deep-Learning Based Image Segmentation Using Persistent Homology","Clough JR, Byrne N, Oksuz I, Zimmer VA, Schnabel JA, King AP.","IEEE Trans Pattern Anal Mach Intell. 2022 Dec;44(12):8766-8778. doi: 10.1109/TPAMI.2020.3013679. Epub 2022 Nov 7.","Clough JR","IEEE Trans Pattern Anal Mach Intell","2022","2020/09/04","PMC9721526","EMS157882","10.1109/TPAMI.2020.3013679"
"31640025","Topological phase transitions in functional brain networks","Santos FAN, Raposo EP, Coutinho-Filho MD, Copelli M, Stam CJ, Douw L.","Phys Rev E. 2019 Sep;100(3-1):032414. doi: 10.1103/PhysRevE.100.032414.","Santos FAN","Phys Rev E","2019","2019/10/24","","","10.1103/PhysRevE.100.032414"
"28257413","Uncovering precision phenotype-biomarker associations in traumatic brain injury using topological data analysis","Nielson JL, Cooper SR, Yue JK, Sorani MD, Inoue T, Yuh EL, Mukherjee P, Petrossian TC, Paquette J, Lum PY, Carlsson GE, Vassar MJ, Lingsma HF, Gordon WA, Valadka AB, Okonkwo DO, Manley GT, Ferguson AR; TRACK-TBI Investigators.","PLoS One. 2017 Mar 3;12(3):e0169490. doi: 10.1371/journal.pone.0169490. eCollection 2017.","Nielson JL","PLoS One","2017","2017/03/04","PMC5336356","","10.1371/journal.pone.0169490"
"29078301","Modeling and replicating statistical topology and evidence for CMB nonhomogeneity","Adler RJ, Agami S, Pranav P.","Proc Natl Acad Sci U S A. 2017 Nov 7;114(45):11878-11883. doi: 10.1073/pnas.1706885114. Epub 2017 Oct 25.","Adler RJ","Proc Natl Acad Sci U S A","2017","2017/10/29","PMC5692542","","10.1073/pnas.1706885114"
"39535538","Persistence barcodes: A novel approach to reducing bias in radiological analysis","Singh Y, Farrelly C, Hathaway QA, Carlsson G.","Oncotarget. 2024 Nov 12;15:784-786. doi: 10.18632/oncotarget.28667.","Singh Y","Oncotarget","2024","2024/11/13","PMC11559656","","10.18632/oncotarget.28667"
"34383838","From mathematics to medicine: A practical primer on topological data analysis (TDA) and the development of related analytic tools for the functional discovery of latent structure in fMRI data","Salch A, Regalski A, Abdallah H, Suryadevara R, Catanzaro MJ, Diwadkar VA.","PLoS One. 2021 Aug 12;16(8):e0255859. doi: 10.1371/journal.pone.0255859. eCollection 2021.","Salch A","PLoS One","2021","2021/08/12","PMC8360597","","10.1371/journal.pone.0255859"
"30208075","Malaria intensity in Colombia by regions and populations","Feged-Rivadeneira A, Ángel A, González-Casabianca F, Rivera C.","PLoS One. 2018 Sep 12;13(9):e0203673. doi: 10.1371/journal.pone.0203673. eCollection 2018.","Feged-Rivadeneira A","PLoS One","2018","2018/09/13","PMC6135511","","10.1371/journal.pone.0203673"
"28272416","Identification of Topological Network Modules in Perturbed Protein Interaction Networks","Sardiu ME, Gilmore JM, Groppe B, Florens L, Washburn MP.","Sci Rep. 2017 Mar 8;7:43845. doi: 10.1038/srep43845.","Sardiu ME","Sci Rep","2017","2017/03/09","PMC5341041","","10.1038/srep43845"
"29550052","Airway pathological heterogeneity in asthma: Visualization of disease microclusters using topological data analysis","Siddiqui S, Shikotra A, Richardson M, Doran E, Choy D, Bell A, Austin CD, Eastham-Anderson J, Hargadon B, Arron JR, Wardlaw A, Brightling CE, Heaney LG, Bradding P.","J Allergy Clin Immunol. 2018 Nov;142(5):1457-1468. doi: 10.1016/j.jaci.2017.12.982. Epub 2018 Mar 14.","Siddiqui S","J Allergy Clin Immunol","2018","2018/03/19","","","10.1016/j.jaci.2017.12.982"
"28975511","A Topological Representation of Branching Neuronal Morphologies","Kanari L, Dłotko P, Scolamiero M, Levi R, Shillcock J, Hess K, Markram H.","Neuroinformatics. 2018 Jan;16(1):3-13. doi: 10.1007/s12021-017-9341-1.","Kanari L","Neuroinformatics","2018","2017/10/05","PMC5797226","","10.1007/s12021-017-9341-1"
"32742554","KERNEL PARTIAL LEAST SQUARES REGRESSION FOR RELATING FUNCTIONAL BRAIN NETWORK TOPOLOGY TO CLINICAL MEASURES OF BEHAVIOR","Wong E, Palande S, Wang B, Zielinski B, Anderson J, Fletcher PT.","Proc IEEE Int Symp Biomed Imaging. 2016 Apr;2016:1303-1306. doi: 10.1109/isbi.2016.7493506. Epub 2016 Jun 16.","Wong E","Proc IEEE Int Symp Biomed Imaging","2016","2020/08/04","PMC7395901","NIHMS1609915","10.1109/isbi.2016.7493506"
"38741683","Topology-Guided Multi-Class Cell Context Generation for Digital Pathology","Abousamra S, Gupta R, Kurc T, Samaras D, Saltz J, Chen C.","Proc IEEE Comput Soc Conf Comput Vis Pattern Recognit. 2023 Jun;2023:3323-3333. doi: 10.1109/cvpr52729.2023.00324. Epub 2023 Aug 22.","Abousamra S","Proc IEEE Comput Soc Conf Comput Vis Pattern Recognit","2023","2024/05/14","PMC11090253","NIHMS1987947","10.1109/cvpr52729.2023.00324"
"31292766","A new topological descriptor for water network structure","Steinberg L, Russo J, Frey J.","J Cheminform. 2019 Jul 10;11(1):48. doi: 10.1186/s13321-019-0369-0.","Steinberg L","J Cheminform","2019","2019/07/12","PMC6617667","","10.1186/s13321-019-0369-0"
"36987227","Describing and Modeling Rough Composites Surfaces by Using Topological Data Analysis and Fractional Brownian Motion","Runacher A, Kazemzadeh-Parsi MJ, Di Lorenzo D, Champaney V, Hascoet N, Ammar A, Chinesta F.","Polymers (Basel). 2023 Mar 14;15(6):1449. doi: 10.3390/polym15061449.","Runacher A","Polymers (Basel)","2023","2023/03/29","PMC10057172","","10.3390/polym15061449"
"34534569","Persistent homology and the shape of evolutionary games","Stenseke J.","J Theor Biol. 2021 Dec 21;531:110903. doi: 10.1016/j.jtbi.2021.110903. Epub 2021 Sep 15.","Stenseke J","J Theor Biol","2021","2021/09/17","","","10.1016/j.jtbi.2021.110903"
"34078920","Classification of apatite structures via topological data analysis: a framework for a 'Materials Barcode' representation of structure maps","Broderick S, Dongol R, Zhang T, Rajan K.","Sci Rep. 2021 Jun 2;11(1):11599. doi: 10.1038/s41598-021-90070-4.","Broderick S","Sci Rep","2021","2021/06/03","PMC8172868","","10.1038/s41598-021-90070-4"
"38516632","Three-dimensional topology-based analysis segments volumetric and spatiotemporal fluorescence microscopy","Panconi L, Tansell A, Collins AJ, Makarova M, Owen DM.","Biol Imaging. 2023 Dec 14;4:e1. doi: 10.1017/S2633903X23000260. eCollection 2024.","Panconi L","Biol Imaging","2023","2024/03/22","PMC10951800","","10.1017/S2633903X23000260"
"39287883","Relational Persistent Homology for Multispecies Data with Application to the Tumor Microenvironment","Stolz BJ, Dhesi J, Bull JA, Harrington HA, Byrne HM, Yoon IHR.","Bull Math Biol. 2024 Sep 17;86(11):128. doi: 10.1007/s11538-024-01353-6.","Stolz BJ","Bull Math Biol","2024","2024/09/17","PMC11408586","","10.1007/s11538-024-01353-6"
"37782651","A topological classifier to characterize brain states: When shape matters more than variance","Ferrà A, Cecchini G, Nobbe Fisas FP, Casacuberta C, Cos I.","PLoS One. 2023 Oct 2;18(10):e0292049. doi: 10.1371/journal.pone.0292049. eCollection 2023.","Ferrà A","PLoS One","2023","2023/10/02","PMC10545107","","10.1371/journal.pone.0292049"
"39352199","Identifying extreme events in the stock market: A topological data analysis","Rai A, Nath Sharma B, Rabindrajit Luwang S, Nurujjaman M, Majhi S.","Chaos. 2024 Oct 1;34(10):103106. doi: 10.1063/5.0220424.","Rai A","Chaos","2024","2024/10/01","","","10.1063/5.0220424"
"37339281","𝓗(1) persistent features of the resting-state connectome in healthy subjects","Martínez-Riaño DE, González F, Gómez F.","Netw Neurosci. 2023 Jan 1;7(1):234-253. doi: 10.1162/netn_a_00280. eCollection 2023.","Martínez-Riaño DE","Netw Neurosci","2023","2023/06/20","PMC10270719","","10.1162/netn_a_00280"
"34573854","Study of Concentrated Short Fiber Suspensions in Flows, Using Topological Data Analysis","Mezher R, Arayro J, Hascoet N, Chinesta F.","Entropy (Basel). 2021 Sep 18;23(9):1229. doi: 10.3390/e23091229.","Mezher R","Entropy (Basel)","2021","2021/09/28","PMC8466080","","10.3390/e23091229"
"38288407","Topological data analysis expands the genotype to phenotype map for 3D maize root system architecture","Li M, Liu Z, Jiang N, Laws B, Tiskevich C, Moose SP, Topp CN.","Front Plant Sci. 2024 Jan 15;14:1260005. doi: 10.3389/fpls.2023.1260005. eCollection 2023.","Li M","Front Plant Sci","2024","2024/01/30","PMC10822944","","10.3389/fpls.2023.1260005"
"35680229","Network Analysis of Cardiac Remodeling by Primary Mitral Regurgitation Emphasizes the Role of Diastolic Function","Choi YJ, Park J, Hwang D, Kook W, Kim YJ, Tanaka H, Hozumi T, Yuasa T, Ling LH, Yu CM, Park SW, Ha JW, Otsuji Y, Song JK, Sohn DW, Lim SH, Lee SP.","JACC Cardiovasc Imaging. 2022 Jun;15(6):974-986. doi: 10.1016/j.jcmg.2021.12.014. Epub 2022 Feb 16.","Choi YJ","JACC Cardiovasc Imaging","2022","2022/06/09","","","10.1016/j.jcmg.2021.12.014"
"39196754","Topo-Geometric Analysis of Variability in Point Clouds Using Persistence Landscapes","Matuk J, Kurtek S, Bharath K.","IEEE Trans Pattern Anal Mach Intell. 2024 Dec;46(12):11035-11046. doi: 10.1109/TPAMI.2024.3451328. Epub 2024 Nov 6.","Matuk J","IEEE Trans Pattern Anal Mach Intell","2024","2024/08/28","","","10.1109/TPAMI.2024.3451328"
"38491638","Topological learning in multiclass data sets","Griffin C, Karn T, Apple B.","Phys Rev E. 2024 Feb;109(2-1):024131. doi: 10.1103/PhysRevE.109.024131.","Griffin C","Phys Rev E","2024","2024/03/16","","","10.1103/PhysRevE.109.024131"
"29438377","Modeling the spread of the Zika virus using topological data analysis","Lo D, Park B.","PLoS One. 2018 Feb 13;13(2):e0192120. doi: 10.1371/journal.pone.0192120. eCollection 2018.","Lo D","PLoS One","2018","2018/02/14","PMC5810985","","10.1371/journal.pone.0192120"
"32833648","Topology of Learning in Feedforward Neural Networks","Gabella M.","IEEE Trans Neural Netw Learn Syst. 2021 Aug;32(8):3588-3592. doi: 10.1109/TNNLS.2020.3015790. Epub 2021 Aug 3.","Gabella M","IEEE Trans Neural Netw Learn Syst","2021","2020/08/25","","","10.1109/TNNLS.2020.3015790"
"34544357","Identifying homogeneous subgroups of patients and important features: a topological machine learning approach","Carr E, Carrière M, Michel B, Chazal F, Iniesta R.","BMC Bioinformatics. 2021 Sep 20;22(1):449. doi: 10.1186/s12859-021-04360-9.","Carr E","BMC Bioinformatics","2021","2021/09/21","PMC8451168","","10.1186/s12859-021-04360-9"
"25427557","Conserved abundance and topological features in chromatin-remodeling protein interaction networks","Sardiu ME, Gilmore JM, Groppe BD, Herman D, Ramisetty SR, Cai Y, Jin J, Conaway RC, Conaway JW, Florens L, Washburn MP.","EMBO Rep. 2015 Jan;16(1):116-26. doi: 10.15252/embr.201439403. Epub 2014 Nov 26.","Sardiu ME","EMBO Rep","2015","2014/11/28","PMC4304735","","10.15252/embr.201439403"
"36125724","Identification of Subtypes of HCC Using Bioinformatics and the Hepatocyte Differentiation Model","Cheng W, Zhang Y, Liu M.","Methods Mol Biol. 2022;2544:253-258. doi: 10.1007/978-1-0716-2557-6_18.","Cheng W","Methods Mol Biol","2022","2022/09/20","","","10.1007/978-1-0716-2557-6_18"
"31504758","Characterizing 3D inflorescence architecture in grapevine using X-ray imaging and advanced morphometrics: implications for understanding cluster density","Li M, Klein LL, Duncan KE, Jiang N, Chitwood DH, Londo JP, Miller AJ, Topp CN.","J Exp Bot. 2019 Nov 18;70(21):6261-6276. doi: 10.1093/jxb/erz394.","Li M","J Exp Bot","2019","2019/09/11","PMC6859732","","10.1093/jxb/erz394"
"36999959","Topological Data Analysis for Revealing the Structural Origin of Density Anomalies in Silica Glass","Tirelli A, Nakano K.","J Phys Chem B. 2023 Apr 13;127(14):3302-3311. doi: 10.1021/acs.jpcb.2c09009. Epub 2023 Mar 31.","Tirelli A","J Phys Chem B","2023","2023/03/31","","","10.1021/acs.jpcb.2c09009"
"35457959","Detecting Carbon Nanotube Orientation with Topological Analysis of Scanning Electron Micrographs","Dong L, Hang H, Park JG, Mio W, Liang R.","Nanomaterials (Basel). 2022 Apr 7;12(8):1251. doi: 10.3390/nano12081251.","Dong L","Nanomaterials (Basel)","2022","2022/04/23","PMC9029586","","10.3390/nano12081251"
"30543119","Revisiting Abnormalities in Brain Network Architecture Underlying Autism Using Topology-Inspired Statistical Inference","Palande S, Jose V, Zielinski B, Anderson J, Fletcher PT, Wang B.","Brain Connect. 2019 Feb;9(1):13-21. doi: 10.1089/brain.2018.0604.","Palande S","Brain Connect","2019","2018/12/14","PMC6390667","","10.1089/brain.2018.0604"
"38774487","Dory: Computation of persistence diagrams up to dimension two for Vietoris-Rips filtrations of large data sets","Aggarwal M, Periwal V.","J Comput Sci. 2024 Jul;79:102290. doi: 10.1016/j.jocs.2024.102290. Epub 2024 Apr 20.","Aggarwal M","J Comput Sci","2024","2024/05/22","PMC11105796","NIHMS1987953","10.1016/j.jocs.2024.102290"
"38245205","Automated 2D peak detection in gas chromatography-ion mobility spectrometry through persistent homology","Parastar H, Christmann J, Weller P.","Anal Chim Acta. 2024 Feb 8;1289:342204. doi: 10.1016/j.aca.2024.342204. Epub 2024 Jan 2.","Parastar H","Anal Chim Acta","2024","2024/01/20","","","10.1016/j.aca.2024.342204"
"38739671","Topological state-space estimation of functional human brain networks","Chung MK, Huang SG, Carroll IC, Calhoun VD, Goldsmith HH.","PLoS Comput Biol. 2024 May 13;20(5):e1011869. doi: 10.1371/journal.pcbi.1011869. eCollection 2024 May.","Chung MK","PLoS Comput Biol","2024","2024/05/13","PMC11115255","","10.1371/journal.pcbi.1011869"
"28854371","Mass Cytometry and Topological Data Analysis Reveal Immune Parameters Associated with Complications after Allogeneic Stem Cell Transplantation","Lakshmikanth T, Olin A, Chen Y, Mikes J, Fredlund E, Remberger M, Omazic B, Brodin P.","Cell Rep. 2017 Aug 29;20(9):2238-2250. doi: 10.1016/j.celrep.2017.08.021.","Lakshmikanth T","Cell Rep","2017","2017/08/31","","","10.1016/j.celrep.2017.08.021"
"39318188","The chronic heart failure evolutions: Different fates and routes","Agostoni P, Chiesa M, Salvioni E, Emdin M, Piepoli M, Sinagra G, Senni M, Bonomi A, Adamopoulos S, Miliopoulos D, Mapelli M, Campodonico J, Attanasio U, Apostolo A, Pestrin E, Rossoni A, Magrì D, Paolillo S, Corrà U, Raimondo R, Cittadini A, Iorio A, Salzano A, Lagioia R, Vignati C, Badagliacca R, Filardi PP, Correale M, Perna E, Metra M, Cattadori G, Guazzi M, Limongelli G, Parati G, De Martino F, Matassini MV, Bandera F, Bussotti M, Re F, Lombardi CM, Scardovi AB, Sciomer S, Passantino A, Santolamazza C, Girola D, Passino C, Karsten M, Nodari S, Pompilio G; MECKI score research group.","ESC Heart Fail. 2024 Sep 24. doi: 10.1002/ehf2.14966. Online ahead of print.","Agostoni P","ESC Heart Fail","2024","2024/09/25","","","10.1002/ehf2.14966"
"36311813","A new measure for the attitude to mobility of Italian students and graduates: a topological data analysis approach","Vittorietti M, Giambalvo O, Genova VG, Aiello F.","Stat Methods Appt. 2022 Oct 24:1-35. doi: 10.1007/s10260-022-00666-x. Online ahead of print.","Vittorietti M","Stat Methods Appt","2022","2022/10/31","PMC9589705","","10.1007/s10260-022-00666-x"
"35098263","Topological Learning and Its Application to Multimodal Brain Network Integration","Songdechakraiwut T, Shen L, Chung M.","Med Image Comput Comput Assist Interv. 2021 Sep-Oct;12902:166-176. doi: 10.1007/978-3-030-87196-3_16. Epub 2021 Sep 21.","Songdechakraiwut T","Med Image Comput Comput Assist Interv","2021","2022/01/31","PMC8797159","NIHMS1735505","10.1007/978-3-030-87196-3_16"
"37996448","Phenogrouping and risk stratification of patients undergoing cardiac resynchronization therapy upgrade using topological data analysis","Schwertner WR, Tokodi M, Veres B, Behon A, Merkel ED, Masszi R, Kuthi L, Szijártó Á, Kovács A, Osztheimer I, Zima E, Gellér L, Vámos M, Sághy L, Merkely B, Kosztin A, Becker D.","Sci Rep. 2023 Nov 23;13(1):20594. doi: 10.1038/s41598-023-47092-x.","Schwertner WR","Sci Rep","2023","2023/11/23","PMC10667223","","10.1038/s41598-023-47092-x"
"33857200","OptiMissP: A dashboard to assess missingness in proteomic data-independent acquisition mass spectrometry","Arioli A, Dagliati A, Geary B, Peek N, Kalra PA, Whetton AD, Geifman N.","PLoS One. 2021 Apr 15;16(4):e0249771. doi: 10.1371/journal.pone.0249771. eCollection 2021.","Arioli A","PLoS One","2021","2021/04/15","PMC8049317","","10.1371/journal.pone.0249771"
"33828645","Topology for gaze analyses - Raw data segmentation","Hein O, Zangemeister W.","J Eye Mov Res. 2017 Mar 13;10(1):10.16910/jemr.11.1.2. doi: 10.16910/jemr.10.1.1.","Hein O","J Eye Mov Res","2017","2021/04/08","PMC7141061","","10.16910/jemr.10.1.1"
"31417387","Prediction of 1p/19q Codeletion in Diffuse Glioma Patients Using Pre-operative Multiparametric Magnetic Resonance Imaging","Kim D, Wang N, Ravikumar V, Raghuram DR, Li J, Patel A, Wendt RE 3rd, Rao G, Rao A.","Front Comput Neurosci. 2019 Jul 30;13:52. doi: 10.3389/fncom.2019.00052. eCollection 2019.","Kim D","Front Comput Neurosci","2019","2019/08/17","PMC6682685","","10.3389/fncom.2019.00052"
"36081770","COVID-19 severity is associated with population-level gut microbiome variations","Lymberopoulos E, Gentili GI, Budhdeo S, Sharma N.","Front Cell Infect Microbiol. 2022 Aug 23;12:963338. doi: 10.3389/fcimb.2022.963338. eCollection 2022.","Lymberopoulos E","Front Cell Infect Microbiol","2022","2022/09/09","PMC9445151","","10.3389/fcimb.2022.963338"
"24903394","Comments on: Overview of object oriented data analysis","Casal AR.","Biom J. 2014 Sep;56(5):768-70. doi: 10.1002/bimj.201300191. Epub 2014 Jun 5.","Casal AR","Biom J","2014","2014/06/07","","","10.1002/bimj.201300191"
"36673165","University Academic Performance Development Prediction Based on TDA","Yu D, Zhou X, Pan Y, Niu Z, Yuan X, Sun H.","Entropy (Basel). 2022 Dec 23;25(1):24. doi: 10.3390/e25010024.","Yu D","Entropy (Basel)","2022","2023/01/21","PMC9857682","","10.3390/e25010024"
"38334569","Topological Data Analysis Combined with High-Throughput Computational Screening of Hydrophobic Metal-Organic Frameworks: Application to the Adsorptive Separation of C3 Components","Yang Y, Guo S, Li S, Wu Y, Qiao Z.","Nanomaterials (Basel). 2024 Jan 31;14(3):298. doi: 10.3390/nano14030298.","Yang Y","Nanomaterials (Basel)","2024","2024/02/09","PMC10857702","","10.3390/nano14030298"
"39483525","Meeting the challenge of genomic analysis: a collaboratively developed workshop for pangenomics and topological data analysis","Contreras-Peruyero H, Guerrero-Flores S, Zirión-Martínez C, Mejía-Ponce PM, Navarro-Miranda M, Lovaco-Flores JA, Ibarra-Rodríguez JM, Pashkov A, Licona-Cassani C, Sélem-Mojica N.","Bioinform Adv. 2024 Sep 27;4(1):vbae139. doi: 10.1093/bioadv/vbae139. eCollection 2024.","Contreras-Peruyero H","Bioinform Adv","2024","2024/11/01","PMC11525208","","10.1093/bioadv/vbae139"
"38315720","Topological data analysis reveals core heteroblastic and ontogenetic programs embedded in leaves of grapevine (Vitaceae) and maracuyá (Passifloraceae)","Percival S, Onyenedum JG, Chitwood DH, Husbands AY.","PLoS Comput Biol. 2024 Feb 5;20(2):e1011845. doi: 10.1371/journal.pcbi.1011845. eCollection 2024 Feb.","Percival S","PLoS Comput Biol","2024","2024/02/05","PMC10868772","","10.1371/journal.pcbi.1011845"
"33462332","Complex networks of marine heatwaves reveal abrupt transitions in the global ocean","Benedetti-Cecchi L.","Sci Rep. 2021 Jan 18;11(1):1739. doi: 10.1038/s41598-021-81369-3.","Benedetti-Cecchi L","Sci Rep","2021","2021/01/19","PMC7814029","","10.1038/s41598-021-81369-3"
"34168888","Topological analysis of differential effects of ketamine and propofol anaesthesia on brain dynamics","Varley TF, Denny V, Sporns O, Patania A.","R Soc Open Sci. 2021 Jun 23;8(6):201971. doi: 10.1098/rsos.201971.","Varley TF","R Soc Open Sci","2021","2021/06/25","PMC8220281","","10.1098/rsos.201971"
"39152163","Dissecting glial scar formation by spatial point pattern and topological data analysis","Manrique-Castano D, Bhaskar D, ElAli A.","Sci Rep. 2024 Aug 16;14(1):19035. doi: 10.1038/s41598-024-69426-z.","Manrique-Castano D","Sci Rep","2024","2024/08/16","PMC11329771","","10.1038/s41598-024-69426-z"
"35191485","Topological approximate Bayesian computation for parameter inference of an angiogenesis model","Thorne T, Kirk PDW, Harrington HA.","Bioinformatics. 2022 Apr 28;38(9):2529-2535. doi: 10.1093/bioinformatics/btac118.","Thorne T","Bioinformatics","2022","2022/02/22","PMC9048691","EMS144017","10.1093/bioinformatics/btac118"
"36382589","Geometry of spiking patterns in early visual cortex: a topological data analytic approach","Guidolin A, Desroches M, Victor JD, Purpura KP, Rodrigues S.","J R Soc Interface. 2022 Nov;19(196):20220677. doi: 10.1098/rsif.2022.0677. Epub 2022 Nov 16.","Guidolin A","J R Soc Interface","2022","2022/11/16","PMC9667368","","10.1098/rsif.2022.0677"
"37966428","Euler characteristic curves and profiles: a stable shape invariant for big data problems","Dłotko P, Gurnari D.","Gigascience. 2022 Dec 28;12:giad094. doi: 10.1093/gigascience/giad094. Epub 2023 Nov 15.","Dłotko P","Gigascience","2022","2023/11/15","PMC10646871","","10.1093/gigascience/giad094"
"34892132","TDA-Net: Fusion of Persistent Homology and Deep Learning Features for COVID-19 Detection From Chest X-Ray Images","Hajij M, Zamzmi G, Batayneh F.","Annu Int Conf IEEE Eng Med Biol Soc. 2021 Nov;2021:4115-4119. doi: 10.1109/EMBC46164.2021.9629828.","Hajij M","Annu Int Conf IEEE Eng Med Biol Soc","2021","2021/12/11","","","10.1109/EMBC46164.2021.9629828"
"29408792","On the Reliability of Individual Brain Activity Networks","Cassidy B, Bowman FD, Rae C, Solo V.","IEEE Trans Med Imaging. 2018 Feb;37(2):649-662. doi: 10.1109/TMI.2017.2774364.","Cassidy B","IEEE Trans Med Imaging","2018","2018/02/07","","","10.1109/TMI.2017.2774364"
"37226305","Adsorbate Organization Characterized by Sublevelset Persistent Homology","Kumar N, Clark AE.","J Chem Theory Comput. 2023 Jun 13;19(11):3303-3312. doi: 10.1021/acs.jctc.3c00090. Epub 2023 May 24.","Kumar N","J Chem Theory Comput","2023","2023/05/25","","","10.1021/acs.jctc.3c00090"
"24737721","Topological methods reveal high and low functioning neuro-phenotypes within fragile X syndrome","Romano D, Nicolau M, Quintin EM, Mazaika PK, Lightbody AA, Cody Hazlett H, Piven J, Carlsson G, Reiss AL.","Hum Brain Mapp. 2014 Sep;35(9):4904-15. doi: 10.1002/hbm.22521. Epub 2014 Apr 15.","Romano D","Hum Brain Mapp","2014","2014/04/17","PMC4113391","NIHMS596788","10.1002/hbm.22521"
"38082566","Mild Cognitive Impairment Detection with Machine Learning and Topological Data Analysis Applied to EEG Time-series in Facial Emotion Oddball Paradigm","Rutkowski TM, Abe MS, Sugimoto H, Otake-Matsuura M.","Annu Int Conf IEEE Eng Med Biol Soc. 2023 Jul;2023:1-4. doi: 10.1109/EMBC40787.2023.10340508.","Rutkowski TM","Annu Int Conf IEEE Eng Med Biol Soc","2023","2023/12/12","","","10.1109/EMBC40787.2023.10340508"
"31640058","Scale-variant topological information for characterizing the structure of complex networks","Tran QH, Vo VT, Hasegawa Y.","Phys Rev E. 2019 Sep;100(3-1):032308. doi: 10.1103/PhysRevE.100.032308.","Tran QH","Phys Rev E","2019","2019/10/24","","","10.1103/PhysRevE.100.032308"
"30875410","A topological approach to selecting models of biological experiments","Ulmer M, Ziegelmeier L, Topaz CM.","PLoS One. 2019 Mar 15;14(3):e0213679. doi: 10.1371/journal.pone.0213679. eCollection 2019.","Ulmer M","PLoS One","2019","2019/03/16","PMC6420156","","10.1371/journal.pone.0213679"
"38160270","MaTiLDA: An Integrated Machine Learning and Topological Data Analysis Platform for Brain Network Dynamics","Prantzalos K, Upadhyaya D, Shafiabadi N, Fernandez-BacaVaca G, Gurski N, Yoshimoto K, Sivagnanam S, Majumdar A, Sahoo SS.","Pac Symp Biocomput. 2024;29:65-80.","Prantzalos K","Pac Symp Biocomput","2024","2023/12/31","","",""
"31574743","Persistent homology of complex networks for dynamic state detection","Myers A, Munch E, Khasawneh FA.","Phys Rev E. 2019 Aug;100(2-1):022314. doi: 10.1103/PhysRevE.100.022314.","Myers A","Phys Rev E","2019","2019/10/03","","","10.1103/PhysRevE.100.022314"
"34222831","Persistent Cohomology for Data With Multicomponent Heterogeneous Information","Cang Z, Wei GW.","SIAM J Math Data Sci. 2020;2(2):396-418. doi: 10.1137/19m1272226. Epub 2020 May 19.","Cang Z","SIAM J Math Data Sci","2020","2021/07/05","PMC8249079","NIHMS1605488","10.1137/19m1272226"
"34604701","Semantic segmentation of microscopic neuroanatomical data by combining topological priors with encoder-decoder deep networks","Banerjee S, Magee L, Wang D, Li X, Huo BX, Jayakumar J, Matho K, Lin MK, Ram K, Sivaprakasam M, Huang J, Wang Y, Mitra PP.","Nat Mach Intell. 2020 Oct;2(10):585-594. doi: 10.1038/s42256-020-0227-9. Epub 2020 Sep 28.","Banerjee S","Nat Mach Intell","2020","2021/10/04","PMC8486300","NIHMS1741287","10.1038/s42256-020-0227-9"
"37097928","Complexity of couplings in multivariate time series via ordinal persistent homology","Haruna T.","Chaos. 2023 Apr 1;33(4):043115. doi: 10.1063/5.0136772.","Haruna T","Chaos","2023","2023/04/25","","","10.1063/5.0136772"
"31276797","Topology highlights mesoscopic functional equivalence between imagery and perception: The case of hypnotizability","Ibáñez-Marcelo E, Campioni L, Phinyomark A, Petri G, Santarcangelo EL.","Neuroimage. 2019 Oct 15;200:437-449. doi: 10.1016/j.neuroimage.2019.06.044. Epub 2019 Jul 2.","Ibáñez-Marcelo E","Neuroimage","2019","2019/07/06","","","10.1016/j.neuroimage.2019.06.044"
